IND_DESC,LOCAL_TIV,LOCAL_CURRENCY,REPORTDATE,PROJ_NAME,PROJECT_TYPE,PJ_SIC_NAM,SICPRODUCT,OWNER_NAME,P_STATUS_D,P_SIC_DESC,PLANT_NAME,P_ULT_NAME,PLANT_ADDR,PLANT_CITY,PLANT_ST,PL_ST_NAME,PL_COUNTRY,PL_PHONE,LONGITUDE,LATITUDE,PEC_ZONE,MARKET_REG,WORLD_ID,COUNTY_DES,ACT_DESC,COMPLETION,CO_PRECISN,SCOPE,SCHEDULE,PLANT_ID,PL_PARENT,PARENTNAME,REPORT_LINK,KO_SLIP,PROJ_PROB
Chemical Processing (CPI),15000000,USD,12-Jul-23,VISALIA FERTILIZERS PLANT EXPANSION,Plant Expansion,Nitrogenous Fertilizers,"Fertilizers: natural (organic), except compost-mfg",Brandt Consolidated Incorporated,Operational,Nitrogenous Fertilizers,Visalia Fertilizers,Brandt Consolidated Incorporated,12222 Avenue 352,Visalia,CA,California,U.S.A.,+1 5594992100,-119.29941,36.42953,CA*06,West Coast U.S.A.,1,Tulare,Market Analysis,30-Nov-28,QUARTER,"Brandt Consolidated Incorporated performs Market Analysis for Fertilizer Mixing Plant Expansion. DETAILS: Evaluate the construction of a new building and installation of new process equipment and area to increase capacity in Fertilizer mixing plant. REQUIRES CONSTRUCTION & INSTALLING OF: Buildings, Foundations, Heat Exchangers, Controls Valves, Pumps and Motors (VS), Level Indicators, Piping (SS/Stainless Steel), Mixing & Blending Vessels, Separators, Silos, Conveyors, Compressors (Air), Pipe Racks, Temperature Sensors, Digital Transmitters/Controllers, Condensers, Tanks, PSVs, Flowmeters, Electric Utilities. ENVIRONMENTAL MRO: (A) Vent System, Filters.",Brandt Consolidated Incorporated continues with Market Analysis and hopes for Approval 1Q27 (Jan). Brandt Consolidated Incorporated will tentatively release Equipment RFQs and Subcontractor Bid Documents 3Q27 (Aug). Estimated Construction to Kick-Off 4Q27 (Nov). Projected Completion 4Q28 (Nov).,3447879,3265370,Brandt Consolidated Incorporated,https://www.industrialinfo.com/dash/project_report.jsp?PROJECT_ID=300897370,0,Low (0-69%)
Chemical Processing (CPI),800000,USD,29-Jun-22,FRESNO FERTILIZERS PLANT 2025 EQUIPMENT REPLACEMENTS/UPGRADES,Upgrade,Nitrogenous Fertilizers,"Fertilizers, mixed: made in plants producing nitrogenous fertilizer materials-mf",Nutrien Limited,Operational,Nitrogenous Fertilizers,Fresno Fertilizers,Nutrien Limited,3173 South Chestnut Avenue,Fresno,CA,California,U.S.A.,+1 5592330585,-119.737129,36.68926,CA*06,West Coast U.S.A.,1,Fresno,Construction - Merit Shop,17-Oct-25,QUARTER,"Nutrien performs Construction for Fertilizers Plant 2025 Equipment Replacements/Upgrades. DETAILS: Evaluate various replacements/upgrades to process equipment in Fertilizers plant to include Heat Exchangers, Reactor Vessels and Process Piping. REQUIRES: Reactor Vessels, Heat Exchangers, Process Piping (SS/Stainless Steel), Pressure Vessels, Control (DCS) Tie-ins, Digital Controllers/Transmitters, Storage Tanks, Indicators/Controllers, Control Valves, Pumps & Motors, Switchgear, MCC, Tanks, Condensers, Level Indicators, Controllers/Analyzers, Temperature Sensors, Pipe Rack Extensions, Electric Utility Tie-ins, PSV's. ENVIRONMENTAL: (A) Vent System, Ducting; (L) Containment Modifications, Debris Removal & Disposal.",Nutrien with continues Construction through 4Q25 (Oct). Nutrien will begin to release remaining Equipment RFQs and Subcontractor Bid Documents through 2Q25 (Mar) as needed. Tentative Construction Kick-Off 2Q25 (Apr). Estimated Completion 4Q25 (Oct).,1503254,1502874,Nutrien Limited,https://www.industrialinfo.com/dash/project_report.jsp?PROJECT_ID=300802408,22,High (81-99%)
Chemical Processing (CPI),1000000,USD,13-May-24,WILMINGTON BORIC ACID PLANT 4Q26 MAINTENANCE TURNAROUND,"Maintenance Event (Outages, Turnarounds, Shutdowns)",Industrial Inorganic Chemicals,"Ammonium compounds, except for fertilizer-mfg",Rio Tinto Minerals Company,Operational,Industrial Inorganic Chemicals,Wilmington Boric Acid,Rio Tinto PLC,300 Falcon Street,Wilmington,CA,California,U.S.A.,+1 3105225310,-118.266408,33.757302,CA*08,West Coast U.S.A.,1,Los Angeles [souther,Scheduled Maintenance,31-Dec-26,QUARTER,"Rio Tinto Minerals Company performs Planning and Scheduling for Boric Acid Plant 4Q26 Maintenance Turnaround. PERFORM MRO/NDE & PM TO: Plant producing Boric Acid Plant plus area utilities. REQUIRES MRO AND NDE TO: Boilers, Process Heaters, Reactor Vessels, Heat Exchangers, Pumps and Motors (VS), Level Indicators, Flowmeters, Digital Transmitters/Controllers, Calciner, Tanks, Hoppers, Rotary Dryers, Hydraulics, Controls (DCS & PLC), Temperature Sensors, Piping (SS/Stainless Steel), Fire Suppression Systems, Steam Process Heating System. ENVIRONMENTAL MRO & PM OF: (A) Baghouse, Scrubbers, Filters.","Rio Tinto Minerals Company continues with Maintenance Planning and Scheduling through 3Q26 (Jul). Upon completion of Scheduling, Rio Tinto Minerals Company releases Equipment RFQs and Subcontractor Bid Documents 3Q26 (Sep). Tentative 10 to 20-Day Maintenance Turnaround to Kick-Off 4Q26 (Dec). Projected Completion 4Q26 (Dec).",1017098,1041656,Rio Tinto Minerals Company,https://www.industrialinfo.com/dash/project_report.jsp?PROJECT_ID=300975666,0,Medium (70-80%)
Chemical Processing (CPI),50000000,USD,30-May-24,EL SEGUNDO HYDROGEN PLANT CCS (CO2) CARBON DIOXIDE CAPTURE UNIT ADDITION,Unit Addition,Natural Gas Liquids,Carbon Dioxide (CO2) Capture/Recovery,Air Liquide USA LLC,Operational,Industrial Gases,El Segundo Hydrogen,Air Liquide SA,214 Main Street,El Segundo,CA,California,U.S.A.,+1 3105353628,-118.414926,33.914119,CA*08,West Coast U.S.A.,1,Los Angeles [souther,Market Analysis,31-Mar-29,YEAR,"Air Liquide continues Market Analysis for Hydrogen Plant CCS (CO2) Carbon Dioxide Capture Unit Addition. DETAILS: At the existing Hydrogen plant, construct a CO2 capture unit, using a cryogenic process to separate gases. REQUIRES: Buildings, Foundations, Heat Exchangers, Compressors (Gas & Air), Controls (PLC & DCS), Reformers (Combustion Chamber, Catalyst), Converter, Condenser, Boiler, Separators, Digital Transmitters/Controllers, Temperature Sensors, Level Indicators, Instrumentation I/O Points, Utility Stations, Accumulators, Knockout Pots, Switchgear, Dehydration System, Process Control and Block Valves, Cooling Towers, Splitters, Separators, Digital Transmitters, Electrical Busses, Transformer, Electrical Substation, Thermowells/Thermocouples, Cable Trays, Stairwells/Mezzanines/Railing, PSV's. ENVIRONMENTAL: (A) CEMS, Ducting; (L) Containment; (W) Wastewater Treatment System.",Air Liquide continues with Market Analysis through 4Q27 (Dec). Air Liquide to release Equipment RFQ's and Subcontractor Bid Documents through 1Q28 (Mar). Estimated Construction Kick-Off 2Q28 (May). Project Completion and Start-Up 1Q29 (Mar).,1061031,1045349,Air Liquide USA LLC,https://www.industrialinfo.com/dash/project_report.jsp?PROJECT_ID=300981129,0,Low (0-69%)
Chemical Processing (CPI),1000000,USD,13-May-24,WILMINGTON BORIC ACID PLANT 4Q25 MAINTENANCE TURNAROUND,"Maintenance Event (Outages, Turnarounds, Shutdowns)",Industrial Inorganic Chemicals,"Ammonium compounds, except for fertilizer-mfg",Rio Tinto Minerals Company,Operational,Industrial Inorganic Chemicals,Wilmington Boric Acid,Rio Tinto PLC,300 Falcon Street,Wilmington,CA,California,U.S.A.,+1 3105225310,-118.266408,33.757302,CA*08,West Coast U.S.A.,1,Los Angeles [souther,Scheduled Maintenance,31-Dec-25,QUARTER,"Rio Tinto Minerals Company performs Planning and Scheduling for Boric Acid Plant 4Q25 Maintenance Turnaround. PERFORM MRO/NDE & PM TO: Plant producing Boric Acid Plant plus area utilities. REQUIRES MRO AND NDE TO: Boilers, Process Heaters, Reactor Vessels, Heat Exchangers, Pumps and Motors (VS), Level Indicators, Flowmeters, Digital Transmitters/Controllers, Calciner, Tanks, Hoppers, Rotary Dryers, Hydraulics, Controls (DCS & PLC), Temperature Sensors, Piping (SS/Stainless Steel), Fire Suppression Systems, Steam Process Heating System. ENVIRONMENTAL MRO & PM OF: (A) Baghouse, Scrubbers, Filters.","Rio Tinto Minerals Company continues with Maintenance Planning and Scheduling through 3Q25 (Jul). Upon completion of Scheduling, Rio Tinto Minerals Company releases Equipment RFQs and Subcontractor Bid Documents 3Q25 (Sep). Tentative 10 to 20-Day Maintenance Turnaround to Kick-Off 4Q25 (Dec). Projected Completion 4Q25 (Dec).",1017098,1041656,Rio Tinto Minerals Company,https://www.industrialinfo.com/dash/project_report.jsp?PROJECT_ID=300975667,0,Medium (70-80%)
Chemical Processing (CPI),500000,USD,11-May-23,GALT NITROGEN PLANT LOADING AREA UPGRADES,Upgrade,Industrial Gases,Nitrogen-mfg,Air Products and Chemicals Incorporated,Operational,Industrial Gases,Galt Nitrogen,Air Products and Chemicals Incorporated,98 Industrial Court,Galt,CA,California,U.S.A.,+1 2097454691,-121.310102,38.266242,CA*02,West Coast U.S.A.,1,Sacramento,Detailed Design,31-Dec-26,QUARTER,"Air Products and Chemicals continues Detailed Design for Nitrogen Plant Loading Area Upgrades. DETAILS: In existing loading area located within the confines of the plant, remove existing cement and asphalt and resurface and repave plus drainage. REQUIRES REMOVAL AND INSTALLATION OF: Cement and Asphalt (approximately 8ft wide x 60ft long), Drainage, Curbs. ENVIRONMENTAL: (L) Wastewater Run-off.","Air Products and Chemicals continues with Detailed Design and expects to receive Approval 1Q26 (Jan). Upon Approval, Air Products and Chemicals will release Contractor Bid Documents 2Q26 (May). Construction tentative to Kick-Off 3Q26 (Jul). Project Completion 4Q26 (Dec).",1515804,1042989,Air Products and Chemicals Incorporated,https://www.industrialinfo.com/dash/project_report.jsp?PROJECT_ID=300881976,32,Medium (70-80%)
Industrial Manufacturing,900000000,USD,7-Mar-23,FREMONT BROWNFIELD DATA CENTER,Brownfield,Computer Processing & Processing Services,Hyperscale Data Center,Valley Oak Partners,Planned,Computer Processing & Processing Services,Fremont Data Center,Valley Oak Partners,37887 Shinn Street,Fremont,CA,California,U.S.A.,+1 4082829700,-121.984223,37.566569,CA*03,West Coast U.S.A.,1,Alameda,Permitting,30-Jun-27,YEAR,"Valley Oak Partners (Owner) with Carlson Barbee & Gibson Incorporated (Engineering) and Gensler (Architect) seeks Permits for a Brownfield Data Center. DETAILS: On Existing 12.5-acre Site with (2) Industrial Buildings that were Demolished (Approximately 190,000 sqft) (formerly operated by United States Gypsum Corporation (USG), Construct a 490,000 sqft Data Center, 51' High plus Install Supporting Equipment and Systems to Provide more Regional Data Center Space Availability in the Region. REQUIRES: Building, Lighting, Computer Servers, (35) 3MW Backup Diesel Generators (with Belly Tanks), Voltage Regulators, Air-Cooled Chillers, UPS Systems, Electrical Lightning Protection, Raised Floor Space, Advanced Fire Detection/Suppression, Battery Banks, Static Transfer Switches, Cable Trays, Server Room/Computer Equipment Room, Telecommunications Cabling Systems, Information Technology (IT) Equipment, Fans, Breakers, Servers, Racks, Fiber Optic Telecommunication Networking Equipment, Switchgear, Transformers, Back-Up Servers, MCC plus Controls (PLC). ENVIRONMENTAL: (A) Ventilation and Exhaust Systems, Ducting, Fans; (L) Grading and Trenching; (W) Drainage, Wastewater Treatment.","Valley Oak Partners with Carlson Barbee & Gibson Incorporated and Gensler continues with Permitting. Upon Final Plan and Permit Approvals, Valley Oak Partners selects G/C 2Q26 (Apr). G/C Releases Equipment RFQs and Bid Documents plus reviews and selects Subcontractors as needed 2Q26 (May). Tentative Brownfield 90MW Data Center Construction Kick-Off is set for 2Q26 (Jun). Estimated Project Completion 2Q27 (Jun).",3541142,3450221,Valley Oak Partners,https://www.industrialinfo.com/dash/project_report.jsp?PROJECT_ID=300865055,33,Medium (70-80%)
Metals & Minerals,200000000,USD,9-Sep-21,CALIPATRIA COMMERCIAL SCALE GEOTHERMAL LITHIUM BRINE EXTRACTION/CONVERSION PLANT,Conversion,Chemical & Fertilizer Mineral Mining,Lithium from Brines,BHE Renewables LLC,Operational,Chemical & Fertilizer Mineral Mining,Calipatria Geothermal Lithium Brine Extraction Plant,Berkshire Hathaway Incorporated,6922 Crummer Road,Calipatria,CA,California,U.S.A.,+1 7603484200,-115.638516,33.152253,CA*09,West Coast U.S.A.,1,Imperial,Detailed Design,31-Mar-29,YEAR,"BHER Minerals LLC (Subsidiary of BHE Renewables - Division of Berkshire Hathaway Energy) & Occidental Petroleum Corp [Formed a Joint Venture for the demonstration & deployment of TerraLithium’s (Subsidiary of Occidental) DLE Technologies] continue Detailed Design for Commercial Scale Geothermal Lithium Brine Extraction/Conversion Plant. DETAILS: As part of the Salton Sea (Imperial Valley) Geothermal Lithium Recovery Project, Convert Demonstration Plant (Project 300725470 & 300725463) located at CalEnergy's 35MW Geothermal Power Station 3 [Plant 1008209 - BHE Renewables' Geothermal Sector] into a Commercial Scale Lithium Brine Extraction & Conversion Plant using TerraLithium's patent technologies to convert the Lithium Chloride Solution extracted from geothermal brine into 90,000 T/yr Battery-Grade Lithium Carbonate Equivalent. REQUIRES: Expand/Add Buildings [Demonstration Plant (100-ft x 500-ft) on 10,000-sqft Concrete Pad, Assay Lab, Offices, Warehouses], Brine Pretreatment Vessels, Bins, Pumps, Purification/Evaporation Circuits, Reactor Vessels, Solvent Extraction/Electrolysis Circuits, Filtration Circuit, Ion Exchange Columns, Crystallization & Carbonation Circuits, Hydrochloric Acid Synthesis Unit, Silos, Clarification Circuit, Dryers, Mixers, Centrifuges, Conveyors, Grinding Mill, Refining Equipment, Compressors (Air), Tanks (AST), Feeders, Hoppers, Screens, Truck Loading Facility, Packaging/Shipping Equipment, Electrical Utilities, Weigh Scales, Lightings, Communication & Fire Emergency System, Belts, Pipe Racks, Brine Pipelines, Boilers, Maintenance Shop, Heat Exchangers, Indicators/Controllers, Motors, Drives, Gears, Gatehouse, MCC, Controls (PLC). ENVIRONMENTAL: (A) Vent System, Ducting, Fans, Filters, Sensors, Monitors, Dust Controls/Suppression; (L) Stockpile Storage Areas, Equipment Laydown Yard, Containment, Stormwater Diversion Channels; (W) Spent Brine Re-Injection Disposal & Monitoring Wells, Sewage & Wastewater Treatment Plants, Water Wells.","BHER Minerals LLC (Subsidiary of BHE Renewables - a Division of Berkshire Hathaway Energy) & Occidental Petroleum Corp [Formed a Joint Venture for the demonstration and deployment of TerraLithium’s (Occidental Subsidiary) Direct Lithium Extraction Technologies to commercially produce high-purity lithium compounds from geothermal brines] continue Demonstration Plant Extraction Testings, Engineering Design, Permitting & Feasibility Studies to optimize the Project Development Plan leading to a Strategic Development Decision 2Q25 (Jun) - 4Q26. Upon Approval, BHER Minerals LLC with BHE Renewables selects EPC/M to complete Detailed Engineering plus releases Equipment RFQs & Subcontractors Bid Documents 1Q27 (Jan) - 3Q28. Construction Kick-Off 2Q27 (Apr). Project Completion 1Q29 (Mar).",3475934,3395245,BHER Minerals LLC,https://www.industrialinfo.com/dash/project_report.jsp?PROJECT_ID=300725471,33,Medium (70-80%)
Pharmaceutical & Biotech,1000000,USD,30-May-25,"BENICA NUTRITIONAL POWDERS, LIQUIDS, SOLID DOSE CMO 2Q26 MAINTENANCE SHUTDOWN","Maintenance Event (Outages, Turnarounds, Shutdowns)",Pharmaceutical Preparations,Vitamin preparations-mfg,INW Pro-Form Laboratories Incorporated,Operational,Pharmaceutical Preparations,"Benicia Nutritional Powders, Liquids, Solid Dose CMO",INW Innovations in Nutrition & Wellness/INW,5001 Industrial Way,Benicia,CA,California,U.S.A.,+1 7077529010,-122.1162287,38.0786554,CA*03,West Coast U.S.A.,1,Solano,Scheduled Maintenance,31-May-26,YEAR,"INW Pro-Form Laboratories Incorporated performs Planning for Scheduled Maintenance for Nutritional Powders, Liquids, Solid Dose CMO Plant 2Q26 Maintenance Shutdown. PERFORM NORMAL INSPECTION AND REPAIRS TO: 220,000 sqft facility's OTC Nutritional Powders, Liquids, Solid Dose CMO production suites plus utilities and warehouse. REQUIRES MRO AND NDE OF:  Building Automation Systems, Air/Gas Vacuum System, Temperature and Humidity Controls, Fire and Security System, Explosion Proof Wiring and Sealed Systems, Wet Granulation Equipment, High-Speed Tablet Compression Equipment, Coating Equipment, Tablet Printing Equipment, Conveyors (Belt), Automated Inspection Equipment (Thickness/Hardness), Clean-In-Place Systems (CIP), Boilers, Emergency Generators, Cleanrooms (ISO 8/Class 100,000), Capping Equipment, Scales, Tablet Spray Coating Equipment, Material Handling Equipment, Industrial Gas Supply and Storage, Stainless Steel Tanks, Compounding Equipment, Stainless Steel Tanks, High-Speed Packaging Lines (cans, bottles, jars, drums, and single-serve pouches), V-Blenders, Controls (PLC), High Purity/Hygienic Piping, Chillers, Cooling Towers, Heat Exchangers, Manufacturing Execution Systems, Dispensing Equipment, Mixing Equipment, Automated Retrieval Systems (ARS),  Counters, Pumps, Motors, Valves, Water Purification System. ENVIRONMENTAL MRO: (A) HEPA Filtration System, Dust Collectors, Thermal Oxidizers; (W) Pre-Wastewater Treatment System.","Pro-Form Laboratories continues with Planning for Scheduled Maintenance through 2Q26 (Apr). Upon completion of Scheduling, Pro-Form Laboratories releases any remaining Equipment RFQs plus Subcontractor Bid Documents 2Q26 (Apr) to assist In-House Workforce. Pending production schedules, the 5-7 day Maintenance Shutdown Kick-Off 2Q26 (May). Maintenance Shutdown Completion 2Q26 (May).",3328899,3282927,INW Pro-Form Laboratories Incorporated,https://www.industrialinfo.com/dash/project_report.jsp?PROJECT_ID=301081136,0,Medium (70-80%)
Pharmaceutical & Biotech,40000000,USD,29-May-25,PALO ALTO BROWNFIELD RADIOTHERAPY AND IMAGING EQUIPMENT PLANT,Brownfield,Surgical & Medical Instruments & Apparatus,"Surgical instruments and apparatus, except electromedical-mfg","Varian Medical Systems, Incorporated",Planned,Surgical & Medical Instruments & Apparatus,Palo Alto Radiotherapy and Imaging Equipment,Siemens AG,3100 Hansen Way,Palo Alto,CA,California,U.S.A.,+1 6504964000,-122.14313,37.416,CA*03,West Coast U.S.A.,1,Santa Clara,Preliminary Design,31-Jul-28,YEAR,"Varian Medical Systems, Incorporated performs Preliminary Design for Brownfield Radiotherapy and Imaging Equipment Plant. DETAILS: Within existing building, fit-out (unknown sqft) and equip to increase the production of radiotherapy and imaging equipment plus packaging and utilities. REQUIRES: Building Modification, Compressors (Air), Conveyors (Belt), Bar Coding/Scanning/Labeling Equipment, Forging Equipment, Etching Equipment, Sterilizers, Molding Equipment, Analytical Equipment, Printing Equipment, Inspection Equipment, Packaging Equipment, Cutting Equipment, Polishing Equipment, Automated Retrieval System (ARS), Sensors, Electrical Distribution, Emergency Generators, Sorters. ENVIRONMENTAL: (A) Air Handlers, Dust Collectors.","Varian Medical Systems, Incorporateds performs Preliminary Design through 4Q25 (Dec). Upon final approvals, Varian Medical selects Design-Build team 4Q25 (Oct-Nov). Upon Completion of Design Varian Medical with Project Team releases any remaining Equipment RFQs and Subcontractor Bid Docs 1Q26 (Mar). Project Kick-Off 2Q26 (Jun). Project Completion 3Q28 (Jul).",3641052,3105956,"Varian Medical Systems, Incorporated",https://www.industrialinfo.com/dash/project_report.jsp?PROJECT_ID=301080473,0,Medium (70-80%)
Power,244400000,USD,30-Apr-24,DALY CITY GRASSROOT 188MW CORMORANT ENERGY CENTER BATTERY ENERGY STORAGE SYSTEM,Grassroot,Electricity/Steam [IPP],Nonutility Owned Stand Alone Battery Storage,Arevon Energy,Engineered,Electricity/Steam [IPP],Cormorant Energy Center,Capital Dynamics Limited,Intersection of Carter Street and Martin Street,Daly City,CA,California,U.S.A.,+1 4805539337,-122.42439,37.70715,CA*03,West Coast U.S.A.,1,San Mateo,Planning and Scheduling,30-Jun-26,YEAR,"Cormorant Energy LLC a subsidiary of Arevon Energy and Primoris Renewable Energy (EPC) continues Planning and Scheduling for Grassroot 188MW Cormorant Energy Center Phase 1 of 2 BESS. DETAILS: Within Daly City, in San Francisco County, on 1100 Acres, Construct a 188MW Battery Storage System Utilizing Tesla Mega Pack Lithium Ion Batteries and (70) inverters, 2.56 MVA; (1) three-phase 115/34.5 kV transformer plus required facilities and balance of plant equipment. REQUIRES: Reinforced Concrete Foundations, ESD Modules, Power Inverters, Electrical Cable & Cable Trays, Battery Management System, Racks, Metering System, Remote Operation and Monitoring System, Network Grounding System, Compartment Cooling System, Substation Interconnection, Circuit Breakers, System Disconnects, Fiber Optic Data Communication Cable, Telecommunications Tower, Fire Detection & Suppression System, Step-Up Transformers, Conduit, Fencing and Security, Lighting, Panels, Battery Chargers, Remote Termination Units, DCS Control Panels, Programmable Logic Controllers (PLC), SCADA Monitoring System. ENVIRONMENTAL: (A) Ventilation System; (L) Spill Containment, Trenching, Excavation and Landscaping.","Cormorant Energy LLC a subsidiary of Arevon Energy and Primoris Renewable Energy (EPC) continues Planning and Scheduling through AFE Approved in 4Q24 (Oct). Upon approvals, Arevon Energy released RFP for EPC Contractor 4Q24 (Dec). Selected (EPC) Primoris Renewable Energy, in turn released remaining RFQ's with Bid Documents for Equipment in 1Q25 (Jan), Consumables and Specialty Subcontractors as required 3Q25 (Aug). Construction was kicked-Off in 2Q25 (Jun). Project Completion is expected by 2Q26 (Jun).",3592249,3491995,"Cormorant Energy, LLC.",https://www.industrialinfo.com/dash/project_report.jsp?PROJECT_ID=300973275,3,High (81-99%)
Industrial Manufacturing,5920000,USD,29-May-25,POMONA UNIVERSITY 1MW GENERATOR REPLACEMENT,Replacement,Electricity/Steam [IPP],Industrial Owned Power Generation,California State Polytechnic University-Pomona,Operational,"Colleges, Universities & Professional Schools",Pomona University Physical Plant,California State University System,3801 West Temple Avenue,Pomona,CA,California,U.S.A.,+1 9098697659,-117.819466,34.058313,CA*08,West Coast U.S.A.,1,Los Angeles [souther,Market Analysis,27-Aug-27,QUARTER,"California State Polytechnic University-Pomona performs Market Analysis for a Emergency Backup Generator Replacement. DETAILS: Located on the Main Campus, Replace Existing (1) 1MW Emergency Backup Cummins Diesel Generator at the Main Campus With New (1) MW Emergency Backup Cummins Diesel Generator to Provide Reliable Back-Up Power to the Main Campus. REQUIRES: Diesel Generator, Service Feeders, Fuel Tanks, Lubrication System, Cooling System, Electrical Breakers, Feeders, Valves, Controls (DCS), CS & SS Process Piping, Transmitters, Control Room Modifications, Structural Steel. ENVIRONMENTAL: (A) CEMS, Stacks.","California State Polytechnic University-Pomona performs Market Analysis for a Emergency Backup Generator Replacement to Support the Main Campus through Capital Approval 3Q26 (Sep). Upon Final Approval, Releases Equipment RFQs & Bid Documents plus reviews & Selects Subs 4Q26 (Dec). Construction Kick-Off 1Q27 (Feb). Estimated Project Completion 3Q27 (Aug).",3204643,3128935,California State Polytechnic University-Pomona,https://www.industrialinfo.com/dash/project_report.jsp?PROJECT_ID=301080548,0,Low (0-69%)
Food & Beverage,100000000,USD,8-Jun-20,WEST REGION GRASSROOT AUTOMATED GROCERY WAREHOUSE FULFILLMENT CENTER,Grassroot,Refrigerated Warehousing & Storage,Refrigerated warehousing,The Kroger Company,Planned,Refrigerated Warehousing & Storage,West Coast Region Automated Grocery Warehouse,The Kroger Company,West Coast Region,Oakland,CA,California,U.S.A.,+1 5137624000,-122.18905,37.805818,CA*03,West Coast U.S.A.,1,Alameda,Site Selection,29-Dec-27,YEAR,"The Kroger Company with The Ryan Companies (Design-Build) and Ocado Solutions (Project Partner & Automated Equipment Provider) is working on Final Site Selection and the Permitting Process for Grassroot Automated Grocery Warehouse Fulfillment Center. DETAILS: At Selected Grassroot Site in West Region (To Be Determined), Construct (300,000 sqft) Automated Grocery Warehouse plus Install Associated Equipment. REQUIRES: Site Preparation, Foundation, Building, Heavy Load Flooring, Insulated Wall Panels, Docks/Doors, Cooler/Freezer Refrigeration System (Ammonia), Evaporator Coils, Robotics, Automation System, Conveyors, Automated Storage & Retrieving System (ASRS), Palletizer, Cameras, Pneumatics, Sorting Systems, Computer Systems, Loading/Unloading Areas, Material Handling Equipment, Air Flow & Temperature Controlled Systems, Engine Room, Screw Compressors, Fans, Storage Racks, Condenser, Fire Protection & Inventory Management Systems, Controls (PLC), Utilities Tie-Ins plus Electrical Distribution. ENVIRONMENTAL: (A) Vent Exhaust System, Ducting; (L) Spill Containment, Floor Drains.","The Kroger Company With the Ryan Companies (Design-Build) and Ocado Solutions continues Final Site Selection and the Permitting Process for Grassroot Automated Grocery Warehouse Thru 4Q24 (Dec) and anticipates Final AFE Approval 2Q24 (Apr). Subject to Final Corporate Approval, The Kroger Company releases RFQs and Bid Documents for Contractors, Subcontractors & Equipment Providers 2Q26 (Apr-Jun). Construction Kick-Off 3Q26 (Jul). Project Completion 4Q27 (Dec).",3416292,1054286,The Kroger Company,https://www.industrialinfo.com/dash/project_report.jsp?PROJECT_ID=300609991,61,Low (0-69%)
Chemical Processing (CPI),1000000,USD,29-May-25,MODESTO BIODEGRADABLE DISINFECTANTS PLANT 2Q26 MAINTENANCE TURNAROUND,"Maintenance Event (Outages, Turnarounds, Shutdowns)",Industrial Organic Chemical,"Acetic acid, synthetic-mfg",Enviro Tech Chemical Services Incorporated,Operational,Industrial Organic Chemical,Modesto Biodegradable Disinfectants,Bain Capital LLC,500 Winmoore Way,Modesto,CA,California,U.S.A.,+1 2095819576,-120.988086,37.604801,CA*06,West Coast U.S.A.,1,Stanislaus,Scheduled Maintenance,30-Jun-26,QUARTER,"Enviro Tech Chemical Services Incorporated performs Planning and Scheduling for Biodegradable Disinfectants Plant 2Q26 Maintenance Turnaround. PERFORM ROUTINE INSPECTIONS AND REPAIRS TO: Disinfectants Unit plus supporting area facilities. REQUIRES MRO & NDE OF: Cooling Towers & Internals, Heat Exchangers, Reactor Vessels, Digital Transmitters & Controllers, Control Valves, Level Indicators, Temperature Sensors, Mixing & Blending Equipment, Controls, Piping (SS & Steam), Pipe Racks, Flowmeters, Pumps & Motors, Storage Tanks. ENVIRONMENTAL: (A) Ventilation System, Dust Collection.","Enviro Tech Chemical Services Incorporated performs Planning and Scheduling through 4Q25 (Nov). Upon completion of Scheduling, Enviro Tech Chemical Services Incorporated releases Equipment RFQs plus Subcontractor Bid Documents 1Q26 (Mar) as needed. 2 or 3-Week Maintenance Turnaround planned to Kick-Off 2Q26 (Jun). Maintenance Turnaround Completion 2Q26 (Jun).",3505280,3042175,Enviro Tech Chemical Services Incorporated,https://www.industrialinfo.com/dash/project_report.jsp?PROJECT_ID=301080574,0,Medium (70-80%)
